sim_time, iris/rotor_2?world_angular_velocity/z
1077.42, -65.3429
1077.42, -65.2978
1077.43, -65.2473
1077.43, -65.2712
1077.44, -65.3026
1077.44, -65.3922
1077.44, -65.5121
1077.45, -65.5826
1077.45, -65.614
1077.46, -65.6125
1077.46, -65.5973
1077.46, -65.5829
1077.47, -65.5811
1077.47, -65.6412
1077.48, -65.699
1077.48, -65.7284
1077.48, -65.7202
1077.49, -65.7186
1077.49, -65.7019
1077.5, -65.6856
1077.5, -65.6596
1077.5, -65.6263
1077.51, -65.5812
1077.51, -65.5341
1077.52, -65.4945
1077.52, -65.4732
1077.52, -65.4499
1077.53, -65.4378
1077.53, -65.4155
1077.54, -65.4091
1077.54, -65.443
1077.54, -65.4707
1077.55, -65.3986
1077.55, -65.3409
1077.56, -65.3362
1077.56, -65.3176
1077.56, -65.2992
1077.57, -65.3083
1077.57, -65.3194
1077.58, -65.3655
1077.58, -65.3639
1077.58, -65.3336
1077.59, -65.3173
1077.59, -65.3304
1077.6, -65.3145
1077.6, -65.3133
1077.6, -65.3592
1077.61, -65.4305
1077.61, -65.5585
1077.62, -65.6052
1077.62, -65.6219
1077.62, -65.6216
1077.63, -65.5899
1077.63, -65.5649
1077.64, -65.5446
1077.64, -65.516
1077.64, -65.501
1077.65, -65.4777
1077.65, -65.4742
1077.66, -65.4764
1077.66, -65.4647
1077.66, -65.4523
1077.67, -65.5426
1077.67, -65.5765
1077.68, -65.6147
1077.68, -65.6702
1077.68, -65.7148
1077.69, -65.7269
1077.69, -65.7242
1077.7, -65.7135
1077.7, -65.6893
1077.7, -65.6452
1077.71, -65.5667
1077.71, -65.4995
1077.72, -65.4553
1077.72, -65.4324
1077.72, -65.4191
1077.73, -65.478
1077.73, -65.5057
1077.74, -65.5012
1077.74, -65.4597
1077.74, -65.4372
1077.75, -65.419
1077.75, -65.4037
1077.76, -65.3887
1077.76, -65.344
1077.76, -65.3091
1077.77, -65.2765
1077.77, -65.2415
1077.78, -65.2193
1077.78, -65.2389
1077.78, -65.2478
1077.79, -65.2822
1077.79, -65.3503
1077.8, -65.401
1077.8, -65.4172
1077.8, -65.4007
1077.81, -65.3694
1077.81, -65.3379
1077.82, -65.3224
1077.82, -65.3149
1077.82, -65.3137
1077.83, -65.2999
1077.83, -65.3574
1077.84, -65.4146
1077.84, -65.4417
1077.84, -65.4489
1077.85, -65.4799
1077.85, -65.5249
1077.86, -65.5606
1077.86, -65.6209
1077.86, -65.661
1077.87, -65.6496
1077.87, -65.5985
1077.88, -65.5635
1077.88, -65.529
1077.88, -65.4817
1077.89, -65.4262
1077.89, -65.4222
1077.9, -65.452
1077.9, -65.4759
1077.9, -65.5008
1077.91, -65.4837
1077.91, -65.4616
1077.92, -65.4331
1077.92, -65.4021
1077.92, -65.3619
1077.93, -65.3262
1077.93, -65.2591
1077.94, -65.2207
1077.94, -65.2116
1077.94, -65.2021
1077.95, -65.2252
1077.95, -65.2328
1077.96, -65.2277
1077.96, -65.2287
1077.96, -65.2158
1077.97, -65.2328
1077.97, -65.2393
1077.98, -65.2189
1077.98, -65.1972
1077.98, -65.1793
1077.99, -65.1283
1077.99, -65.0846
1078, -65.0804
1078, -65.1334
1078, -65.2531
1078.01, -65.2845
1078.01, -65.2858
1078.02, -65.2858
1078.02, -65.2911
1078.02, -65.2963
1078.03, -65.3355
1078.03, -65.3765
1078.04, -65.3863
1078.04, -65.3733
1078.04, -65.3538
1078.05, -65.3628
1078.05, -65.387
1078.06, -65.3823
1078.06, -65.4352
1078.06, -65.4983
1078.07, -65.591
1078.07, -65.6785
1078.08, -65.7328
1078.08, -65.7591
1078.08, -65.7392
1078.09, -65.6991
1078.09, -65.6514
1078.1, -65.6036
1078.1, -65.5613
1078.1, -65.5702
1078.11, -65.5703
1078.11, -65.5705
1078.12, -65.5766
1078.12, -65.5664
1078.12, -65.5138
1078.13, -65.4763
1078.13, -65.4698
1078.14, -65.4939
1078.14, -65.5023
1078.14, -65.4996
1078.15, -65.4892
1078.15, -65.4711
1078.16, -65.5558
1078.16, -65.6499
1078.16, -65.7046
1078.17, -65.6958
1078.17, -65.6698
1078.18, -65.6519
1078.18, -65.6319
1078.18, -65.6096
1078.19, -65.5852
1078.19, -65.5629
1078.2, -65.5151
1078.2, -65.4881
1078.2, -65.4853
1078.21, -65.4731
1078.21, -65.4776
1078.22, -65.4816
1078.22, -65.5077
1078.22, -65.5767
1078.23, -65.6519
1078.23, -65.6229
1078.24, -65.5685
1078.24, -65.5194
1078.24, -65.4914
1078.25, -65.4699
1078.25, -65.4166
1078.26, -65.3798
1078.26, -65.3561
1078.26, -65.3251
1078.27, -65.3276
1078.27, -65.3429
1078.28, -65.3808
1078.28, -65.4087
1078.28, -65.4051
1078.29, -65.362
1078.29, -65.3467
1078.3, -65.34
1078.3, -65.3229
1078.3, -65.2768
1078.31, -65.2396
1078.31, -65.2027
1078.32, -65.1624
1078.32, -65.1203
1078.32, -65.1264
1078.33, -65.1499
1078.33, -65.2035
1078.34, -65.2763
1078.34, -65.3027
1078.34, -65.3198
1078.35, -65.3393
1078.35, -65.3667
1078.36, -65.4047
1078.36, -65.4221
1078.36, -65.3756
1078.37, -65.3336
1078.37, -65.2993
1078.38, -65.2527
1078.38, -65.1879
1078.38, -65.1846
1078.39, -65.2455
1078.39, -65.2896
1078.4, -65.3001
1078.4, -65.3245
1078.4, -65.333
1078.41, -65.3559
1078.41, -65.3879
1078.42, -65.4208
1078.42, -65.3874
1078.42, -65.3472
1078.43, -65.3005
1078.43, -65.2601
1078.44, -65.2842
1078.44, -65.3144
1078.44, -65.3472
1078.45, -65.3915
1078.45, -65.4303
1078.46, -65.4578
1078.46, -65.4381
1078.46, -65.4015
1078.47, -65.3793
1078.47, -65.364
1078.48, -65.3129
1078.48, -65.2513
1078.48, -65.2051
1078.49, -65.2274
1078.49, -65.2886
1078.5, -65.3484
1078.5, -65.3641
1078.5, -65.3564
1078.51, -65.3488
1078.51, -65.3413
1078.52, -65.348
1078.52, -65.3849
1078.52, -65.432
1078.53, -65.4165
1078.53, -65.3818
1078.54, -65.344
1078.54, -65.3164
1078.54, -65.2677
1078.55, -65.2314
1078.55, -65.208
1078.56, -65.1979
1078.56, -65.3279
1078.56, -65.41
1078.57, -65.4463
1078.57, -65.4684
1078.58, -65.4805
1078.58, -65.472
1078.58, -65.4864
1078.59, -65.4806
1078.59, -65.4902
1078.6, -65.4982
1078.6, -65.5065
1078.6, -65.5114
1078.61, -65.5205
1078.61, -65.526
1078.62, -65.4714
1078.62, -65.4092
1078.62, -65.3672
1078.63, -65.344
1078.63, -65.3096
1078.64, -65.2694
1078.64, -65.2053
1078.64, -65.1497
1078.65, -65.1071
1078.65, -65.0637
1078.66, -65.1166
1078.66, -65.1721
1078.66, -65.2048
1078.67, -65.2276
1078.67, -65.263
1078.68, -65.3042
1078.68, -65.3254
1078.68, -65.3477
1078.69, -65.3545
1078.69, -65.3387
1078.7, -65.31
1078.7, -65.3399
1078.7, -65.3589
1078.71, -65.3824
1078.71, -65.4128
1078.72, -65.4103
1078.72, -65.3918
1078.72, -65.351
1078.73, -65.3076
1078.73, -65.2741
1078.74, -65.2313
1078.74, -65.197
1078.74, -65.1633
1078.75, -65.1377
1078.75, -65.1793
1078.76, -65.2314
1078.76, -65.3079
1078.76, -65.3905
1078.77, -65.449
1078.77, -65.4411
1078.78, -65.4251
1078.78, -65.4057
1078.78, -65.4207
1078.79, -65.4426
1078.79, -65.437
1078.8, -65.4162
1078.8, -65.392
1078.8, -65.3742
1078.81, -65.3653
1078.81, -65.3085
1078.82, -65.2672
1078.82, -65.2234
1078.82, -65.1705
1078.83, -65.1396
1078.83, -65.1186
1078.84, -65.1079
1078.84, -65.0828
1078.84, -65.07
1078.85, -65.2017
1078.85, -65.3138
1078.86, -65.405
1078.86, -65.4604
1078.86, -65.4398
1078.87, -65.443
1078.87, -65.4629
1078.88, -65.4528
1078.88, -65.4258
1078.88, -65.3766
1078.89, -65.3512
1078.89, -65.349
1078.9, -65.3845
1078.9, -65.3944
1078.9, -65.365
1078.91, -65.3369
1078.91, -65.3272
1078.92, -65.3465
1078.92, -65.3876
1078.92, -65.3974
1078.93, -65.4209
1078.93, -65.4245
1078.94, -65.408
1078.94, -65.3921
1078.94, -65.3613
1078.95, -65.3316
1078.95, -65.3115
1078.96, -65.2882
1078.96, -65.335
1078.96, -65.3691
1078.97, -65.3911
1078.97, -65.4056
1078.98, -65.4232
1078.98, -65.4573
1078.98, -65.49
1078.99, -65.4974
1078.99, -65.4935
1079, -65.4846
1079, -65.4606
1079, -65.4257
1079.01, -65.4071
1079.01, -65.4015
1079.02, -65.4916
1079.02, -65.5387
1079.02, -65.5531
1079.03, -65.544
1079.03, -65.5135
1079.04, -65.4977
1079.04, -65.4921
1079.04, -65.4854
1079.05, -65.4791
1079.05, -65.4431
1079.06, -65.4091
1079.06, -65.3743
1079.06, -65.3242
1079.07, -65.265
1079.07, -65.2882
1079.08, -65.3405
1079.08, -65.3541
1079.08, -65.3399
1079.09, -65.3115
1079.09, -65.2948
1079.1, -65.2779
1079.1, -65.2698
1079.1, -65.2576
1079.11, -65.2018
1079.11, -65.1545
1079.12, -65.1121
1079.12, -65.0794
1079.12, -65.048
1079.13, -65.0893
1079.13, -65.169
1079.14, -65.2479
1079.14, -65.286
1079.14, -65.306
1079.15, -65.3044
1079.15, -65.305
1079.16, -65.3026
1079.16, -65.3067
1079.16, -65.3234
1079.17, -65.3031
1079.17, -65.2561
1079.18, -65.2111
1079.18, -65.2089
1079.18, -65.2109
1079.19, -65.2412
1079.19, -65.2811
1079.2, -65.327
1079.2, -65.363
1079.2, -65.3872
1079.21, -65.3873
1079.21, -65.3731
1079.22, -65.3527
1079.22, -65.3534
1079.22, -65.3674
1079.23, -65.3582
1079.23, -65.3419
1079.24, -65.3192
1079.24, -65.4
1079.24, -65.4252
1079.25, -65.421
1079.25, -65.4559
1079.26, -65.461
1079.26, -65.459
1079.26, -65.4871
1079.27, -65.5031
1079.27, -65.4979
1079.28, -65.4772
1079.28, -65.4125
1079.28, -65.3614
1079.29, -65.3236
1079.29, -65.3073
1079.3, -65.3566
1079.3, -65.3543
1079.3, -65.3391
1079.31, -65.3333
1079.31, -65.3361
1079.32, -65.3184
1079.32, -65.3072
1079.32, -65.2998
1079.33, -65.3007
1079.33, -65.2802
1079.34, -65.2593
1079.34, -65.2362
1079.34, -65.2157
1079.35, -65.2052
1079.35, -65.2364
1079.36, -65.238
1079.36, -65.2852
1079.36, -65.377
1079.37, -65.4431
1079.37, -65.4432
1079.38, -65.4413
1079.38, -65.4588
1079.38, -65.455
1079.39, -65.4242
1079.39, -65.3851
1079.4, -65.3937
1079.4, -65.4673
1079.4, -65.5101
1079.41, -65.55
1079.41, -65.5314
1079.42, -65.5094
1079.42, -65.4944
1079.42, -65.4758
1079.43, -65.4418
1079.43, -65.435
1079.44, -65.4693
1079.44, -65.4944
1079.44, -65.477
1079.45, -65.424
1079.45, -65.3821
1079.46, -65.3298
1079.46, -65.2796
1079.46, -65.317
1079.47, -65.375
1079.47, -65.3985
1079.48, -65.3936
1079.48, -65.3789
1079.48, -65.375
1079.49, -65.3767
1079.49, -65.3719
1079.5, -65.3602
1079.5, -65.3693
1079.5, -65.397
1079.51, -65.4362
1079.51, -65.4374
1079.52, -65.4144
1079.52, -65.4415
1079.52, -65.4491
1079.53, -65.4457
1079.53, -65.4443
1079.54, -65.4412
1079.54, -65.4669
1079.54, -65.4933
1079.55, -65.4934
1079.55, -65.4775
1079.56, -65.457
1079.56, -65.4307
1079.56, -65.3715
1079.57, -65.3195
1079.57, -65.2891
1079.58, -65.2789
1079.58, -65.3388
1079.58, -65.3788
1079.59, -65.4025
1079.59, -65.3899
1079.6, -65.3864
1079.6, -65.4085
1079.6, -65.4235
1079.61, -65.4197
1079.61, -65.4108
1079.62, -65.4187
1079.62, -65.4102
1079.62, -65.3766
1079.63, -65.3741
1079.63, -65.4075
1079.64, -65.4679
1079.64, -65.5036
1079.64, -65.5072
1079.65, -65.5241
1079.65, -65.5194
1079.66, -65.5188
1079.66, -65.515
1079.66, -65.5211
1079.67, -65.5233
1079.67, -65.4775
1079.68, -65.4179
1079.68, -65.3566
1079.68, -65.3159
1079.69, -65.3567
1079.69, -65.4035
1079.7, -65.4376
1079.7, -65.4581
1079.7, -65.4508
1079.71, -65.4062
1079.71, -65.3823
1079.72, -65.371
1079.72, -65.3677
1079.72, -65.3828
1079.73, -65.3662
1079.73, -65.3391
1079.74, -65.3087
1079.74, -65.2726
1079.74, -65.2338
1079.75, -65.1852
1079.75, -65.1635
1079.76, -65.1635
1079.76, -65.2736
1079.76, -65.3363
1079.77, -65.3548
1079.77, -65.3767
1079.78, -65.4249
1079.78, -65.4661
1079.78, -65.483
1079.79, -65.4842
1079.79, -65.4812
1079.8, -65.4905
1079.8, -65.4718
1079.8, -65.4587
1079.81, -65.4485
1079.81, -65.4256
1079.82, -65.3977
1079.82, -65.3825
1079.82, -65.3832
1079.83, -65.393
1079.83, -65.4544
1079.84, -65.3984
1079.84, -65.3095
1079.84, -65.271
1079.85, -65.2633
1079.85, -65.2754
1079.86, -65.299
1079.86, -65.2956
1079.86, -65.2701
1079.87, -65.2789
1079.87, -65.2765
1079.88, -65.2562
1079.88, -65.2402
1079.88, -65.2198
1079.89, -65.2122
1079.89, -65.2052
1079.9, -65.1998
1079.9, -65.2889
1079.9, -65.3424
1079.91, -65.3801
1079.91, -65.4362
1079.92, -65.4606
1079.92, -65.4822
1079.92, -65.4668
1079.93, -65.4313
1079.93, -65.4056
1079.94, -65.3899
1079.94, -65.342
1079.94, -65.3037
1079.95, -65.2675
1079.95, -65.2308
1079.96, -65.3026
1079.96, -65.3827
1079.96, -65.4256
1079.97, -65.4183
1079.97, -65.4312
1079.98, -65.425
1079.98, -65.4065
1079.98, -65.3839
1079.99, -65.371
1079.99, -65.349
1080, -65.2984
1080, -65.2647
1080, -65.2345
1080.01, -65.2822
1080.01, -65.2972
1080.02, -65.318
1080.02, -65.3496
1080.02, -65.3932
1080.03, -65.4035
1080.03, -65.3655
1080.04, -65.3406
1080.04, -65.3514
1080.04, -65.3559
1080.05, -65.3299
1080.05, -65.2733
1080.06, -65.2224
1080.06, -65.1995
1080.06, -65.1918
1080.07, -65.2557
1080.07, -65.2778
1080.08, -65.2906
1080.08, -65.3292
1080.08, -65.3328
1080.09, -65.3331
1080.09, -65.3549
1080.1, -65.3666
1080.1, -65.3689
1080.1, -65.3617
1080.11, -65.3263
1080.11, -65.2986
1080.12, -65.2572
1080.12, -65.2055
1080.12, -65.1557
1080.13, -65.1582
1080.13, -65.1764
1080.14, -65.2383
1080.14, -65.3435
1080.14, -65.4494
1080.15, -65.4167
1080.15, -65.3583
1080.16, -65.3512
1080.16, -65.3485
1080.16, -65.3538
1080.17, -65.355
1080.17, -65.3469
1080.18, -65.3212
1080.18, -65.3062
1080.18, -65.3011
1080.19, -65.3097
1080.19, -65.2944
1080.2, -65.2604
1080.2, -65.2209
1080.2, -65.1996
1080.21, -65.2124
1080.21, -65.3355
1080.22, -65.4228
1080.22, -65.4922
1080.22, -65.5574
1080.23, -65.5948
1080.23, -65.5631
1080.24, -65.5377
1080.24, -65.5187
1080.24, -65.5067
1080.25, -65.4694
1080.25, -65.4262
1080.26, -65.3712
1080.26, -65.3184
1080.26, -65.2717
1080.27, -65.277
1080.27, -65.2925
1080.28, -65.3147
1080.28, -65.3331
1080.28, -65.3467
1080.29, -65.2994
1080.29, -65.2745
1080.3, -65.2639
1080.3, -65.2634
1080.3, -65.2635
1080.31, -65.2791
1080.31, -65.2766
1080.32, -65.2552
1080.32, -65.2285
1080.32, -65.2401
1080.33, -65.234
1080.33, -65.2411
1080.34, -65.2947
1080.34, -65.3781
1080.34, -65.4435
1080.35, -65.4587
1080.35, -65.4418
1080.36, -65.4387
1080.36, -65.4619
1080.36, -65.4276
1080.37, -65.3667
1080.37, -65.323
1080.38, -65.3024
1080.38, -65.3608
1080.38, -65.4064
1080.39, -65.4489
1080.39, -65.4715
1080.4, -65.4796
1080.4, -65.4995
1080.4, -65.5411
1080.41, -65.547
1080.41, -65.5254
1080.42, -65.5112
1080.42, -65.4834
1080.42, -65.457
1080.43, -65.4217
1080.43, -65.3838
1080.44, -65.4002
1080.44, -65.4051
1080.44, -65.4011
1080.45, -65.4048
1080.45, -65.4309
1080.46, -65.4091
1080.46, -65.3931
1080.46, -65.4023
1080.47, -65.4125
1080.47, -65.3951
1080.48, -65.3816
1080.48, -65.3543
1080.48, -65.3255
1080.49, -65.298
1080.49, -65.2864
1080.5, -65.3059
1080.5, -65.3069
1080.5, -65.3498
1080.51, -65.3179
1080.51, -65.2731
1080.52, -65.2274
1080.52, -65.2557
1080.52, -65.3088
1080.53, -65.4032
1080.53, -65.4606
1080.54, -65.4269
1080.54, -65.389
1080.54, -65.368
1080.55, -65.3608
1080.55, -65.3465
1080.56, -65.3205
1080.56, -65.272
1080.56, -65.2522
1080.57, -65.2683
1080.57, -65.2968
1080.58, -65.291
1080.58, -65.3137
1080.58, -65.3346
1080.59, -65.3485
1080.59, -65.3451
1080.6, -65.3162
1080.6, -65.3011
1080.6, -65.3102
1080.61, -65.3843
1080.61, -65.3905
1080.62, -65.3628
1080.62, -65.3148
1080.62, -65.2446
1080.63, -65.1732
1080.63, -65.2034
1080.64, -65.249
1080.64, -65.295
1080.64, -65.3317
1080.65, -65.3369
1080.65, -65.3164
1080.66, -65.3049
1080.66, -65.3293
1080.66, -65.3738
1080.67, -65.4051
1080.67, -65.4455
1080.68, -65.4406
1080.68, -65.4288
1080.68, -65.4231
1080.69, -65.4088
1080.69, -65.3939
1080.7, -65.3731
1080.7, -65.342
1080.7, -65.2992
1080.71, -65.2584
1080.71, -65.226
1080.72, -65.2156
1080.72, -65.2138
1080.72, -65.2144
1080.73, -65.303
1080.73, -65.3673
1080.74, -65.409
1080.74, -65.4119
1080.74, -65.3895
1080.75, -65.3693
1080.75, -65.352
1080.76, -65.3343
1080.76, -65.3258
1080.76, -65.3421
1080.77, -65.3334
1080.77, -65.3225
1080.78, -65.3116
1080.78, -65.3109
1080.78, -65.4199
1080.79, -65.494
1080.79, -65.5524
1080.8, -65.6086
1080.8, -65.6463
1080.8, -65.6327
1080.81, -65.6098
1080.81, -65.5872
1080.82, -65.5757
1080.82, -65.5718
1080.82, -65.5327
1080.83, -65.4831
1080.83, -65.454
1080.84, -65.45
1080.84, -65.5299
1080.84, -65.537
1080.85, -65.5199
1080.85, -65.5042
1080.86, -65.4992
1080.86, -65.4862
1080.86, -65.4793
1080.87, -65.4629
1080.87, -65.4383
1080.88, -65.3584
1080.88, -65.2842
1080.88, -65.2222
1080.89, -65.1671
1080.89, -65.1298
1080.9, -65.207
1080.9, -65.2819
1080.9, -65.3806
1080.91, -65.4924
1080.91, -65.5027
1080.92, -65.491
1080.92, -65.4682
1080.92, -65.4548
1080.93, -65.4877
1080.93, -65.5439
1080.94, -65.5299
1080.94, -65.5071
1080.94, -65.4738
1080.95, -65.4243
1080.95, -65.4389
1080.96, -65.4692
1080.96, -65.4846
1080.96, -65.4958
1080.97, -65.4779
1080.97, -65.4539
1080.98, -65.4236
1080.98, -65.414
1080.98, -65.4164
1080.99, -65.3821
1080.99, -65.3433
1081, -65.2935
1081, -65.2655
1081, -65.2574
1081.01, -65.2952
1081.01, -65.29
1081.02, -65.2822
1081.02, -65.2961
1081.02, -65.3534
1081.03, -65.3653
1081.03, -65.3758
1081.04, -65.3622
1081.04, -65.3235
1081.04, -65.2506
1081.05, -65.1928
1081.05, -65.153
1081.06, -65.1353
1081.06, -65.1204
1081.06, -65.1585
1081.07, -65.1919
1081.07, -65.2331
1081.08, -65.2627
1081.08, -65.3118
1081.08, -65.3586
1081.09, -65.3976
1081.09, -65.3914
1081.1, -65.3545
1081.1, -65.3021
1081.1, -65.2258
1081.11, -65.1679
1081.11, -65.1261
1081.12, -65.1096
1081.12, -65.2224
1081.12, -65.2733
1081.13, -65.3104
1081.13, -65.3568
1081.14, -65.3648
1081.14, -65.3507
1081.14, -65.3626
1081.15, -65.3688
1081.15, -65.3594
1081.16, -65.3546
1081.16, -65.4316
1081.16, -65.4699
1081.17, -65.4869
1081.17, -65.5139
1081.18, -65.5503
1081.18, -65.5458
1081.18, -65.512
1081.19, -65.4558
1081.19, -65.4233
1081.2, -65.3895
1081.2, -65.3478
1081.2, -65.3145
1081.21, -65.2903
1081.21, -65.3681
1081.22, -65.4254
1081.22, -65.4191
1081.22, -65.396
1081.23, -65.3955
1081.23, -65.4102
1081.24, -65.4405
1081.24, -65.4587
1081.24, -65.4517
1081.25, -65.4342
1081.25, -65.4136
1081.26, -65.406
1081.26, -65.3917
1081.26, -65.3653
1081.27, -65.3564
1081.27, -65.4456
1081.28, -65.5082
1081.28, -65.5357
1081.28, -65.5562
1081.29, -65.5482
1081.29, -65.5473
1081.3, -65.5409
1081.3, -65.535
1081.3, -65.5291
1081.31, -65.5071
1081.31, -65.4539
1081.32, -65.403
1081.32, -65.3631
1081.32, -65.3376
1081.33, -65.3523
1081.33, -65.378
1081.34, -65.4152
1081.34, -65.4396
1081.34, -65.4411
1081.35, -65.4063
1081.35, -65.3794
1081.36, -65.3728
1081.36, -65.3421
1081.36, -65.2981
1081.37, -65.2526
1081.37, -65.2443
1081.38, -65.2511
1081.38, -65.2415
1081.38, -65.2526
1081.39, -65.2566
1081.39, -65.2859
1081.4, -65.3176
1081.4, -65.3441
1081.4, -65.3967
1081.41, -65.4179
1081.41, -65.4054
1081.42, -65.3746
1081.42, -65.3244
1081.42, -65.2534
1081.43, -65.2077
1081.43, -65.2003
1081.44, -65.2307
1081.44, -65.2969
1081.44, -65.3265
1081.45, -65.3323
1081.45, -65.3328
1081.46, -65.3481
1081.46, -65.3352
1081.46, -65.3215
1081.47, -65.3197
1081.47, -65.3563
1081.48, -65.3266
1081.48, -65.2704
1081.48, -65.2155
1081.49, -65.1771
1081.49, -65.1418
1081.5, -65.1977
1081.5, -65.2662
1081.5, -65.3393
1081.51, -65.393
1081.51, -65.4349
1081.52, -65.4301
1081.52, -65.4247
1081.52, -65.4247
1081.53, -65.4435
1081.53, -65.4607
1081.54, -65.4783
1081.54, -65.4671
1081.54, -65.4416
1081.55, -65.4315
1081.55, -65.4432
1081.56, -65.5354
1081.56, -65.5339
1081.56, -65.5015
1081.57, -65.4878
1081.57, -65.56
1081.58, -65.6553
1081.58, -65.6813
1081.58, -65.6503
1081.59, -65.6094
1081.59, -65.5608
1081.6, -65.5386
1081.6, -65.5312
1081.6, -65.5217
1081.61, -65.5588
1081.61, -65.5733
1081.62, -65.5582
1081.62, -65.5219
1081.62, -65.4503
1081.63, -65.3899
1081.63, -65.3503
1081.64, -65.3328
1081.64, -65.321
1081.64, -65.2863
1081.65, -65.2713
1081.65, -65.2485
1081.66, -65.1998
1081.66, -65.1495
1081.66, -65.1893
1081.67, -65.2291
1081.67, -65.2463
1081.68, -65.2612
1081.68, -65.2896
1081.68, -65.3498
1081.69, -65.3926
1081.69, -65.4023
1081.7, -65.4184
1081.7, -65.4131
1081.7, -65.3718
1081.71, -65.3246
1081.71, -65.2949
1081.72, -65.2656
1081.72, -65.309
1081.72, -65.3663
1081.73, -65.4528
